Hour,Node,Demand_kWh,Loss_Percentage,Storage_Capacity_kWh,Source,Supply_kWh,Cost_per_kWh
35,Node_22,149,8.33,253,Solar,534,0.11
35,Node_22,149,8.33,253,Wind,356,0.17
35,Node_22,149,8.33,253,Hydro,559,0.17
35,Node_23,115,6.39,482,Solar,321,0.11
35,Node_23,115,6.39,482,Wind,319,0.17
35,Node_23,115,6.39,482,Hydro,425,0.17
35,Node_24,168,6.9,167,Solar,584,0.11
35,Node_24,168,6.9,167,Wind,572,0.17
35,Node_24,168,6.9,167,Hydro,530,0.17
35,Node_25,92,3.81,465,Solar,568,0.11
35,Node_25,92,3.81,465,Wind,418,0.17
35,Node_25,92,3.81,465,Hydro,594,0.17
35,Node_26,140,8.78,471,Solar,557,0.11
35,Node_26,140,8.78,471,Wind,370,0.17
35,Node_26,140,8.78,471,Hydro,428,0.17
35,Node_27,199,5.43,313,Solar,328,0.11
35,Node_27,199,5.43,313,Wind,303,0.17
35,Node_27,199,5.43,313,Hydro,579,0.17
35,Node_28,103,3.13,242,Solar,512,0.11
35,Node_28,103,3.13,242,Wind,520,0.17
35,Node_28,103,3.13,242,Hydro,399,0.17
35,Node_29,179,7.31,475,Solar,582,0.11
35,Node_29,179,7.31,475,Wind,313,0.17
35,Node_29,179,7.31,475,Hydro,596,0.17
35,Node_3,165,9.84,243,Solar,349,0.11
35,Node_3,165,9.84,243,Wind,302,0.17
35,Node_3,165,9.84,243,Hydro,481,0.17
35,Node_30,187,3.73,331,Solar,394,0.11
35,Node_30,187,3.73,331,Wind,515,0.17
35,Node_30,187,3.73,331,Hydro,473,0.17
35,Node_4,158,3.16,467,Solar,387,0.11
35,Node_4,158,3.16,467,Wind,528,0.17
35,Node_4,158,3.16,467,Hydro,487,0.17
35,Node_5,107,7.8,224,Solar,343,0.11
35,Node_5,107,7.8,224,Wind,485,0.17
35,Node_5,107,7.8,224,Hydro,356,0.17
35,Node_6,118,3.53,266,Solar,577,0.11
35,Node_6,118,3.53,266,Wind,354,0.17
35,Node_6,118,3.53,266,Hydro,330,0.17
35,Node_7,177,4.71,185,Solar,470,0.11
35,Node_7,177,4.71,185,Wind,553,0.17
35,Node_7,177,4.71,185,Hydro,383,0.17
35,Node_8,196,4.47,175,Solar,488,0.11
35,Node_8,196,4.47,175,Wind,323,0.17
35,Node_8,196,4.47,175,Hydro,451,0.17
35,Node_9,53,9.58,443,Solar,483,0.11
35,Node_9,53,9.58,443,Wind,461,0.17
35,Node_9,53,9.58,443,Hydro,335,0.17
36,Node_1,122,7.0,429,Solar,302,0.11
36,Node_1,122,7.0,429,Wind,457,0.17
36,Node_1,122,7.0,429,Hydro,512,0.17
36,Node_10,198,9.74,393,Solar,490,0.11
36,Node_10,198,9.74,393,Wind,381,0.17
36,Node_10,198,9.74,393,Hydro,405,0.17
36,Node_11,75,3.46,158,Solar,417,0.11
36,Node_11,75,3.46,158,Wind,458,0.17
36,Node_11,75,3.46,158,Hydro,519,0.17
36,Node_12,143,2.18,237,Solar,318,0.11
36,Node_12,143,2.18,237,Wind,487,0.17
36,Node_12,143,2.18,237,Hydro,462,0.17
36,Node_13,158,7.76,198,Solar,322,0.11
36,Node_13,158,7.76,198,Wind,359,0.17
36,Node_13,158,7.76,198,Hydro,519,0.17
36,Node_14,179,5.34,291,Solar,329,0.11
36,Node_14,179,5.34,291,Wind,510,0.17
36,Node_14,179,5.34,291,Hydro,569,0.17
36,Node_15,95,2.71,342,Solar,594,0.11
36,Node_15,95,2.71,342,Wind,451,0.17
36,Node_15,95,2.71,342,Hydro,419,0.17
36,Node_16,187,7.47,418,Solar,407,0.11
36,Node_16,187,7.47,418,Wind,408,0.17
36,Node_16,187,7.47,418,Hydro,481,0.17
36,Node_17,59,6.36,148,Solar,580,0.11
36,Node_17,59,6.36,148,Wind,375,0.17
36,Node_17,59,6.36,148,Hydro,405,0.17
36,Node_18,60,9.84,131,Solar,427,0.11
36,Node_18,60,9.84,131,Wind,329,0.17
36,Node_18,60,9.84,131,Hydro,516,0.17
36,Node_19,89,3.82,490,Solar,528,0.11
36,Node_19,89,3.82,490,Wind,416,0.17
36,Node_19,89,3.82,490,Hydro,504,0.17
36,Node_2,76,5.96,197,Solar,410,0.11
36,Node_2,76,5.96,197,Wind,491,0.17
36,Node_2,76,5.96,197,Hydro,369,0.17
36,Node_20,78,5.23,376,Solar,435,0.11
36,Node_20,78,5.23,376,Wind,318,0.17
36,Node_20,78,5.23,376,Hydro,343,0.17
36,Node_21,81,6.34,119,Solar,485,0.11
36,Node_21,81,6.34,119,Wind,472,0.17
36,Node_21,81,6.34,119,Hydro,527,0.17
36,Node_22,185,8.33,253,Solar,443,0.11
36,Node_22,185,8.33,253,Wind,527,0.17
36,Node_22,185,8.33,253,Hydro,483,0.17
36,Node_23,54,6.39,482,Solar,371,0.11
36,Node_23,54,6.39,482,Wind,482,0.17
36,Node_23,54,6.39,482,Hydro,406,0.17
36,Node_24,163,6.9,167,Solar,428,0.11
36,Node_24,163,6.9,167,Wind,412,0.17
36,Node_24,163,6.9,167,Hydro,383,0.17
36,Node_25,136,3.81,465,Solar,560,0.11
36,Node_25,136,3.81,465,Wind,482,0.17
36,Node_25,136,3.81,465,Hydro,549,0.17
36,Node_26,86,8.78,471,Solar,302,0.11
36,Node_26,86,8.78,471,Wind,445,0.17
36,Node_26,86,8.78,471,Hydro,320,0.17
36,Node_27,93,5.43,313,Solar,403,0.11
36,Node_27,93,5.43,313,Wind,415,0.17
36,Node_27,93,5.43,313,Hydro,495,0.17
36,Node_28,82,3.13,242,Solar,523,0.11
36,Node_28,82,3.13,242,Wind,412,0.17
36,Node_28,82,3.13,242,Hydro,477,0.17
36,Node_29,111,7.31,475,Solar,309,0.11
36,Node_29,111,7.31,475,Wind,550,0.17
36,Node_29,111,7.31,475,Hydro,306,0.17
36,Node_3,147,9.84,243,Solar,530,0.11
36,Node_3,147,9.84,243,Wind,550,0.17
36,Node_3,147,9.84,243,Hydro,369,0.17
36,Node_30,87,3.73,331,Solar,518,0.11
36,Node_30,87,3.73,331,Wind,417,0.17
36,Node_30,87,3.73,331,Hydro,426,0.17
36,Node_4,100,3.16,467,Solar,365,0.11
36,Node_4,100,3.16,467,Wind,460,0.17
36,Node_4,100,3.16,467,Hydro,459,0.17
36,Node_5,107,7.8,224,Solar,411,0.11
36,Node_5,107,7.8,224,Wind,497,0.17
36,Node_5,107,7.8,224,Hydro,547,0.17
36,Node_6,149,3.53,266,Solar,312,0.11
36,Node_6,149,3.53,266,Wind,559,0.17
36,Node_6,149,3.53,266,Hydro,502,0.17
36,Node_7,101,4.71,185,Solar,385,0.11
36,Node_7,101,4.71,185,Wind,447,0.17
36,Node_7,101,4.71,185,Hydro,447,0.17
36,Node_8,69,4.47,175,Solar,533,0.11
36,Node_8,69,4.47,175,Wind,539,0.17
36,Node_8,69,4.47,175,Hydro,442,0.17
36,Node_9,162,9.58,443,Solar,389,0.11
36,Node_9,162,9.58,443,Wind,346,0.17
36,Node_9,162,9.58,443,Hydro,498,0.17
37,Node_1,67,7.0,429,Solar,577,0.11
37,Node_1,67,7.0,429,Wind,353,0.17
37,Node_1,67,7.0,429,Hydro,497,0.17
37,Node_10,119,9.74,393,Solar,512,0.11
37,Node_10,119,9.74,393,Wind,311,0.17
37,Node_10,119,9.74,393,Hydro,346,0.17
37,Node_11,113,3.46,158,Solar,471,0.11
37,Node_11,113,3.46,158,Wind,508,0.17
37,Node_11,113,3.46,158,Hydro,377,0.17
37,Node_12,144,2.18,237,Solar,587,0.11
37,Node_12,144,2.18,237,Wind,313,0.17
37,Node_12,144,2.18,237,Hydro,423,0.17
37,Node_13,64,7.76,198,Solar,473,0.11
37,Node_13,64,7.76,198,Wind,420,0.17
37,Node_13,64,7.76,198,Hydro,374,0.17
37,Node_14,184,5.34,291,Solar,412,0.11
37,Node_14,184,5.34,291,Wind,319,0.17
37,Node_14,184,5.34,291,Hydro,436,0.17
37,Node_15,193,2.71,342,Solar,421,0.11
37,Node_15,193,2.71,342,Wind,374,0.17
37,Node_15,193,2.71,342,Hydro,389,0.17
37,Node_16,194,7.47,418,Solar,331,0.11
37,Node_16,194,7.47,418,Wind,542,0.17
37,Node_16,194,7.47,418,Hydro,360,0.17
37,Node_17,65,6.36,148,Solar,521,0.11
37,Node_17,65,6.36,148,Wind,522,0.17
37,Node_17,65,6.36,148,Hydro,437,0.17
37,Node_18,111,9.84,131,Solar,418,0.11
37,Node_18,111,9.84,131,Wind,369,0.17
37,Node_18,111,9.84,131,Hydro,349,0.17
37,Node_19,147,3.82,490,Solar,338,0.11
37,Node_19,147,3.82,490,Wind,510,0.17
37,Node_19,147,3.82,490,Hydro,558,0.17
37,Node_2,186,5.96,197,Solar,567,0.11
37,Node_2,186,5.96,197,Wind,400,0.17
37,Node_2,186,5.96,197,Hydro,406,0.17
37,Node_20,53,5.23,376,Solar,532,0.11
37,Node_20,53,5.23,376,Wind,485,0.17
37,Node_20,53,5.23,376,Hydro,412,0.17
37,Node_21,60,6.34,119,Solar,317,0.11
37,Node_21,60,6.34,119,Wind,431,0.17
37,Node_21,60,6.34,119,Hydro,553,0.17
37,Node_22,168,8.33,253,Solar,448,0.11
37,Node_22,168,8.33,253,Wind,410,0.17
37,Node_22,168,8.33,253,Hydro,417,0.17
37,Node_23,94,6.39,482,Solar,448,0.11
37,Node_23,94,6.39,482,Wind,431,0.17
37,Node_23,94,6.39,482,Hydro,497,0.17
37,Node_24,194,6.9,167,Solar,425,0.11
37,Node_24,194,6.9,167,Wind,319,0.17
37,Node_24,194,6.9,167,Hydro,350,0.17
37,Node_25,119,3.81,465,Solar,537,0.11
37,Node_25,119,3.81,465,Wind,323,0.17
37,Node_25,119,3.81,465,Hydro,544,0.17
37,Node_26,117,8.78,471,Solar,434,0.11
37,Node_26,117,8.78,471,Wind,526,0.17
37,Node_26,117,8.78,471,Hydro,334,0.17
37,Node_27,85,5.43,313,Solar,450,0.11
37,Node_27,85,5.43,313,Wind,453,0.17
37,Node_27,85,5.43,313,Hydro,368,0.17
37,Node_28,144,3.13,242,Solar,535,0.11
37,Node_28,144,3.13,242,Wind,592,0.17
37,Node_28,144,3.13,242,Hydro,348,0.17
37,Node_29,198,7.31,475,Solar,523,0.11
37,Node_29,198,7.31,475,Wind,529,0.17
37,Node_29,198,7.31,475,Hydro,373,0.17
37,Node_3,188,9.84,243,Solar,502,0.11
37,Node_3,188,9.84,243,Wind,501,0.17
37,Node_3,188,9.84,243,Hydro,491,0.17
37,Node_30,160,3.73,331,Solar,555,0.11
37,Node_30,160,3.73,331,Wind,337,0.17
37,Node_30,160,3.73,331,Hydro,560,0.17
37,Node_4,57,3.16,467,Solar,385,0.11
37,Node_4,57,3.16,467,Wind,559,0.17
37,Node_4,57,3.16,467,Hydro,369,0.17
37,Node_5,135,7.8,224,Solar,449,0.11
37,Node_5,135,7.8,224,Wind,487,0.17
37,Node_5,135,7.8,224,Hydro,389,0.17
37,Node_6,83,3.53,266,Solar,534,0.11
37,Node_6,83,3.53,266,Wind,356,0.17
37,Node_6,83,3.53,266,Hydro,559,0.17
37,Node_7,132,4.71,185,Solar,321,0.11
37,Node_7,132,4.71,185,Wind,319,0.17
37,Node_7,132,4.71,185,Hydro,425,0.17
37,Node_8,195,4.47,175,Solar,584,0.11
37,Node_8,195,4.47,175,Wind,572,0.17
37,Node_8,195,4.47,175,Hydro,530,0.17
37,Node_9,81,9.58,443,Solar,568,0.11
37,Node_9,81,9.58,443,Wind,418,0.17
37,Node_9,81,9.58,443,Hydro,594,0.17
38,Node_1,181,7.0,429,Solar,557,0.11
38,Node_1,181,7.0,429,Wind,370,0.17
38,Node_1,181,7.0,429,Hydro,428,0.17
38,Node_10,50,9.74,393,Solar,328,0.11
38,Node_10,50,9.74,393,Wind,303,0.17
38,Node_10,50,9.74,393,Hydro,579,0.17
38,Node_11,108,3.46,158,Solar,512,0.11
38,Node_11,108,3.46,158,Wind,520,0.17
38,Node_11,108,3.46,158,Hydro,399,0.17
38,Node_12,98,2.18,237,Solar,582,0.11
38,Node_12,98,2.18,237,Wind,313,0.17
38,Node_12,98,2.18,237,Hydro,596,0.17
38,Node_13,185,7.76,198,Solar,349,0.11
38,Node_13,185,7.76,198,Wind,302,0.17
38,Node_13,185,7.76,198,Hydro,481,0.17
38,Node_14,140,5.34,291,Solar,394,0.11
38,Node_14,140,5.34,291,Wind,515,0.17
38,Node_14,140,5.34,291,Hydro,473,0.17
38,Node_15,191,2.71,342,Solar,387,0.11
38,Node_15,191,2.71,342,Wind,528,0.17
38,Node_15,191,2.71,342,Hydro,487,0.17
38,Node_16,171,7.47,418,Solar,343,0.11
38,Node_16,171,7.47,418,Wind,485,0.17
38,Node_16,171,7.47,418,Hydro,356,0.17
38,Node_17,194,6.36,148,Solar,577,0.11
38,Node_17,194,6.36,148,Wind,354,0.17
38,Node_17,194,6.36,148,Hydro,330,0.17
38,Node_18,126,9.84,131,Solar,470,0.11
38,Node_18,126,9.84,131,Wind,553,0.17
38,Node_18,126,9.84,131,Hydro,383,0.17
38,Node_19,89,3.82,490,Solar,488,0.11
38,Node_19,89,3.82,490,Wind,323,0.17
38,Node_19,89,3.82,490,Hydro,451,0.17
38,Node_2,64,5.96,197,Solar,483,0.11
38,Node_2,64,5.96,197,Wind,461,0.17
38,Node_2,64,5.96,197,Hydro,335,0.17
38,Node_20,148,5.23,376,Solar,302,0.11
38,Node_20,148,5.23,376,Wind,457,0.17
38,Node_20,148,5.23,376,Hydro,512,0.17
38,Node_21,94,6.34,119,Solar,490,0.11
38,Node_21,94,6.34,119,Wind,381,0.17
38,Node_21,94,6.34,119,Hydro,405,0.17
38,Node_22,102,8.33,253,Solar,417,0.11
38,Node_22,102,8.33,253,Wind,458,0.17
38,Node_22,102,8.33,253,Hydro,519,0.17
38,Node_23,96,6.39,482,Solar,318,0.11
38,Node_23,96,6.39,482,Wind,487,0.17
38,Node_23,96,6.39,482,Hydro,462,0.17
38,Node_24,75,6.9,167,Solar,322,0.11
38,Node_24,75,6.9,167,Wind,359,0.17
38,Node_24,75,6.9,167,Hydro,519,0.17
38,Node_25,95,3.81,465,Solar,329,0.11
38,Node_25,95,3.81,465,Wind,510,0.17
38,Node_25,95,3.81,465,Hydro,569,0.17
38,Node_26,99,8.78,471,Solar,594,0.11
38,Node_26,99,8.78,471,Wind,451,0.17
38,Node_26,99,8.78,471,Hydro,419,0.17
38,Node_27,126,5.43,313,Solar,407,0.11
38,Node_27,126,5.43,313,Wind,408,0.17
38,Node_27,126,5.43,313,Hydro,481,0.17
38,Node_28,63,3.13,242,Solar,580,0.11
38,Node_28,63,3.13,242,Wind,375,0.17
38,Node_28,63,3.13,242,Hydro,405,0.17
38,Node_29,128,7.31,475,Solar,427,0.11
38,Node_29,128,7.31,475,Wind,329,0.17
38,Node_29,128,7.31,475,Hydro,516,0.17
38,Node_3,193,9.84,243,Solar,528,0.11
38,Node_3,193,9.84,243,Wind,416,0.17
38,Node_3,193,9.84,243,Hydro,504,0.17
38,Node_30,161,3.73,331,Solar,410,0.11
38,Node_30,161,3.73,331,Wind,491,0.17
38,Node_30,161,3.73,331,Hydro,369,0.17
38,Node_4,76,3.16,467,Solar,435,0.11
38,Node_4,76,3.16,467,Wind,318,0.17
38,Node_4,76,3.16,467,Hydro,343,0.17
38,Node_5,98,7.8,224,Solar,485,0.11
38,Node_5,98,7.8,224,Wind,472,0.17
38,Node_5,98,7.8,224,Hydro,527,0.17
38,Node_6,187,3.53,266,Solar,443,0.11
38,Node_6,187,3.53,266,Wind,527,0.17
38,Node_6,187,3.53,266,Hydro,483,0.17
38,Node_7,160,4.71,185,Solar,371,0.11
38,Node_7,160,4.71,185,Wind,482,0.17
38,Node_7,160,4.71,185,Hydro,406,0.17
38,Node_8,96,4.47,175,Solar,428,0.11
38,Node_8,96,4.47,175,Wind,412,0.17
38,Node_8,96,4.47,175,Hydro,383,0.17
38,Node_9,83,9.58,443,Solar,560,0.11
38,Node_9,83,9.58,443,Wind,482,0.17
38,Node_9,83,9.58,443,Hydro,549,0.17
39,Node_1,138,7.0,429,Solar,302,0.11
39,Node_1,138,7.0,429,Wind,445,0.17
39,Node_1,138,7.0,429,Hydro,320,0.17
39,Node_10,182,9.74,393,Solar,403,0.11
39,Node_10,182,9.74,393,Wind,415,0.17
39,Node_10,182,9.74,393,Hydro,495,0.17
39,Node_11,158,3.46,158,Solar,523,0.11
39,Node_11,158,3.46,158,Wind,412,0.17
39,Node_11,158,3.46,158,Hydro,477,0.17
39,Node_12,118,2.18,237,Solar,309,0.11
39,Node_12,118,2.18,237,Wind,550,0.17
39,Node_12,118,2.18,237,Hydro,306,0.17
39,Node_13,54,7.76,198,Solar,530,0.11
39,Node_13,54,7.76,198,Wind,550,0.17
39,Node_13,54,7.76,198,Hydro,369,0.17
39,Node_14,66,5.34,291,Solar,518,0.11
39,Node_14,66,5.34,291,Wind,417,0.17
39,Node_14,66,5.34,291,Hydro,426,0.17
39,Node_15,104,2.71,342,Solar,365,0.11
39,Node_15,104,2.71,342,Wind,460,0.17
39,Node_15,104,2.71,342,Hydro,459,0.17
39,Node_16,95,7.47,418,Solar,411,0.11
39,Node_16,95,7.47,418,Wind,497,0.17
39,Node_16,95,7.47,418,Hydro,547,0.17
39,Node_17,75,6.36,148,Solar,312,0.11
39,Node_17,75,6.36,148,Wind,559,0.17
39,Node_17,75,6.36,148,Hydro,502,0.17
39,Node_18,101,9.84,131,Solar,385,0.11
39,Node_18,101,9.84,131,Wind,447,0.17
39,Node_18,101,9.84,131,Hydro,447,0.17
39,Node_19,140,3.82,490,Solar,533,0.11
39,Node_19,140,3.82,490,Wind,539,0.17
39,Node_19,140,3.82,490,Hydro,442,0.17
39,Node_2,139,5.96,197,Solar,389,0.11
39,Node_2,139,5.96,197,Wind,346,0.17
39,Node_2,139,5.96,197,Hydro,498,0.17
39,Node_20,190,5.23,376,Solar,577,0.11
39,Node_20,190,5.23,376,Wind,353,0.17
39,Node_20,190,5.23,376,Hydro,497,0.17
39,Node_21,82,6.34,119,Solar,512,0.11
39,Node_21,82,6.34,119,Wind,311,0.17
39,Node_21,82,6.34,119,Hydro,346,0.17
39,Node_22,81,8.33,253,Solar,471,0.11
39,Node_22,81,8.33,253,Wind,508,0.17
39,Node_22,81,8.33,253,Hydro,377,0.17
39,Node_23,80,6.39,482,Solar,587,0.11
39,Node_23,80,6.39,482,Wind,313,0.17
39,Node_23,80,6.39,482,Hydro,423,0.17
39,Node_24,185,6.9,167,Solar,473,0.11
39,Node_24,185,6.9,167,Wind,420,0.17
39,Node_24,185,6.9,167,Hydro,374,0.17
39,Node_25,157,3.81,465,Solar,412,0.11
39,Node_25,157,3.81,465,Wind,319,0.17
39,Node_25,157,3.81,465,Hydro,436,0.17
39,Node_26,68,8.78,471,Solar,421,0.11
39,Node_26,68,8.78,471,Wind,374,0.17
39,Node_26,68,8.78,471,Hydro,389,0.17
39,Node_27,80,5.43,313,Solar,331,0.11
39,Node_27,80,5.43,313,Wind,542,0.17
39,Node_27,80,5.43,313,Hydro,360,0.17
39,Node_28,114,3.13,242,Solar,521,0.11
39,Node_28,114,3.13,242,Wind,522,0.17
39,Node_28,114,3.13,242,Hydro,437,0.17
39,Node_29,198,7.31,475,Solar,418,0.11
39,Node_29,198,7.31,475,Wind,369,0.17
39,Node_29,198,7.31,475,Hydro,349,0.17
39,Node_3,146,9.84,243,Solar,338,0.11
39,Node_3,146,9.84,243,Wind,510,0.17
39,Node_3,146,9.84,243,Hydro,558,0.17
39,Node_30,130,3.73,331,Solar,567,0.11
39,Node_30,130,3.73,331,Wind,400,0.17
39,Node_30,130,3.73,331,Hydro,406,0.17
39,Node_4,76,3.16,467,Solar,532,0.11
39,Node_4,76,3.16,467,Wind,485,0.17
39,Node_4,76,3.16,467,Hydro,412,0.17
39,Node_5,119,7.8,224,Solar,317,0.11
39,Node_5,119,7.8,224,Wind,431,0.17
39,Node_5,119,7.8,224,Hydro,553,0.17
39,Node_6,196,3.53,266,Solar,448,0.11
39,Node_6,196,3.53,266,Wind,410,0.17
39,Node_6,196,3.53,266,Hydro,417,0.17
39,Node_7,193,4.71,185,Solar,448,0.11
39,Node_7,193,4.71,185,Wind,431,0.17
39,Node_7,193,4.71,185,Hydro,497,0.17
39,Node_8,98,4.47,175,Solar,425,0.11
39,Node_8,98,4.47,175,Wind,319,0.17
39,Node_8,98,4.47,175,Hydro,350,0.17
39,Node_9,141,9.58,443,Solar,537,0.11
39,Node_9,141,9.58,443,Wind,323,0.17
39,Node_9,141,9.58,443,Hydro,544,0.17
40,Node_1,109,7.0,429,Solar,434,0.11
40,Node_1,109,7.0,429,Wind,526,0.17
40,Node_1,109,7.0,429,Hydro,334,0.17
40,Node_10,61,9.74,393,Solar,450,0.11
40,Node_10,61,9.74,393,Wind,453,0.17
40,Node_10,61,9.74,393,Hydro,368,0.17
40,Node_11,170,3.46,158,Solar,535,0.11
40,Node_11,170,3.46,158,Wind,592,0.17
40,Node_11,170,3.46,158,Hydro,348,0.17
40,Node_12,111,2.18,237,Solar,523,0.11
40,Node_12,111,2.18,237,Wind,529,0.17
40,Node_12,111,2.18,237,Hydro,373,0.17
40,Node_13,96,7.76,198,Solar,502,0.11
40,Node_13,96,7.76,198,Wind,501,0.17
40,Node_13,96,7.76,198,Hydro,491,0.17
40,Node_14,177,5.34,291,Solar,555,0.11
40,Node_14,177,5.34,291,Wind,337,0.17
40,Node_14,177,5.34,291,Hydro,560,0.17
40,Node_15,56,2.71,342,Solar,385,0.11
40,Node_15,56,2.71,342,Wind,559,0.17
40,Node_15,56,2.71,342,Hydro,369,0.17
40,Node_16,113,7.47,418,Solar,449,0.11
40,Node_16,113,7.47,418,Wind,487,0.17
40,Node_16,113,7.47,418,Hydro,389,0.17
40,Node_17,135,6.36,148,Solar,534,0.11
40,Node_17,135,6.36,148,Wind,356,0.17
40,Node_17,135,6.36,148,Hydro,559,0.17
40,Node_18,53,9.84,131,Solar,321,0.11
40,Node_18,53,9.84,131,Wind,319,0.17
40,Node_18,53,9.84,131,Hydro,425,0.17
40,Node_19,82,3.82,490,Solar,584,0.11
40,Node_19,82,3.82,490,Wind,572,0.17
40,Node_19,82,3.82,490,Hydro,530,0.17
40,Node_2,91,5.96,197,Solar,568,0.11
40,Node_2,91,5.96,197,Wind,418,0.17
40,Node_2,91,5.96,197,Hydro,594,0.17
40,Node_20,88,5.23,376,Solar,557,0.11
40,Node_20,88,5.23,376,Wind,370,0.17
40,Node_20,88,5.23,376,Hydro,428,0.17
40,Node_21,151,6.34,119,Solar,328,0.11
40,Node_21,151,6.34,119,Wind,303,0.17
40,Node_21,151,6.34,119,Hydro,579,0.17
40,Node_22,100,8.33,253,Solar,512,0.11
40,Node_22,100,8.33,253,Wind,520,0.17
40,Node_22,100,8.33,253,Hydro,399,0.17
40,Node_23,188,6.39,482,Solar,582,0.11
40,Node_23,188,6.39,482,Wind,313,0.17
40,Node_23,188,6.39,482,Hydro,596,0.17
40,Node_24,96,6.9,167,Solar,349,0.11
40,Node_24,96,6.9,167,Wind,302,0.17
40,Node_24,96,6.9,167,Hydro,481,0.17
40,Node_25,172,3.81,465,Solar,394,0.11
40,Node_25,172,3.81,465,Wind,515,0.17
40,Node_25,172,3.81,465,Hydro,473,0.17
40,Node_26,149,8.78,471,Solar,387,0.11
40,Node_26,149,8.78,471,Wind,528,0.17
40,Node_26,149,8.78,471,Hydro,487,0.17
40,Node_27,96,5.43,313,Solar,343,0.11
40,Node_27,96,5.43,313,Wind,485,0.17
40,Node_27,96,5.43,313,Hydro,356,0.17
40,Node_28,159,3.13,242,Solar,577,0.11
40,Node_28,159,3.13,242,Wind,354,0.17
40,Node_28,159,3.13,242,Hydro,330,0.17
40,Node_29,187,7.31,475,Solar,470,0.11
40,Node_29,187,7.31,475,Wind,553,0.17
40,Node_29,187,7.31,475,Hydro,383,0.17
40,Node_3,173,9.84,243,Solar,488,0.11
40,Node_3,173,9.84,243,Wind,323,0.17
40,Node_3,173,9.84,243,Hydro,451,0.17
40,Node_30,185,3.73,331,Solar,483,0.11
40,Node_30,185,3.73,331,Wind,461,0.17
40,Node_30,185,3.73,331,Hydro,335,0.17
40,Node_4,70,3.16,467,Solar,302,0.11
40,Node_4,70,3.16,467,Wind,457,0.17
40,Node_4,70,3.16,467,Hydro,512,0.17
40,Node_5,64,7.8,224,Solar,490,0.11
40,Node_5,64,7.8,224,Wind,381,0.17
40,Node_5,64,7.8,224,Hydro,405,0.17
40,Node_6,145,3.53,266,Solar,417,0.11
40,Node_6,145,3.53,266,Wind,458,0.17
40,Node_6,145,3.53,266,Hydro,519,0.17
40,Node_7,166,4.71,185,Solar,318,0.11
40,Node_7,166,4.71,185,Wind,487,0.17
40,Node_7,166,4.71,185,Hydro,462,0.17
40,Node_8,63,4.47,175,Solar,322,0.11
40,Node_8,63,4.47,175,Wind,359,0.17
40,Node_8,63,4.47,175,Hydro,519,0.17
40,Node_9,144,9.58,443,Solar,329,0.11
40,Node_9,144,9.58,443,Wind,510,0.17
40,Node_9,144,9.58,443,Hydro,569,0.17
41,Node_1,63,7.0,429,Solar,594,0.11
41,Node_1,63,7.0,429,Wind,451,0.17
41,Node_1,63,7.0,429,Hydro,419,0.17
41,Node_10,139,9.74,393,Solar,407,0.11
41,Node_10,139,9.74,393,Wind,408,0.17
41,Node_10,139,9.74,393,Hydro,481,0.17
41,Node_11,82,3.46,158,Solar,580,0.11
41,Node_11,82,3.46,158,Wind,375,0.17
41,Node_11,82,3.46,158,Hydro,405,0.17
41,Node_12,127,2.18,237,Solar,427,0.11
41,Node_12,127,2.18,237,Wind,329,0.17
41,Node_12,127,2.18,237,Hydro,516,0.17
41,Node_13,117,7.76,198,Solar,528,0.11
41,Node_13,117,7.76,198,Wind,416,0.17
41,Node_13,117,7.76,198,Hydro,504,0.17
41,Node_14,157,5.34,291,Solar,410,0.11
41,Node_14,157,5.34,291,Wind,491,0.17
41,Node_14,157,5.34,291,Hydro,369,0.17
41,Node_15,123,2.71,342,Solar,435,0.11
41,Node_15,123,2.71,342,Wind,318,0.17
41,Node_15,123,2.71,342,Hydro,343,0.17
41,Node_16,179,7.47,418,Solar,485,0.11
41,Node_16,179,7.47,418,Wind,472,0.17
41,Node_16,179,7.47,418,Hydro,527,0.17
41,Node_17,184,6.36,148,Solar,443,0.11
41,Node_17,184,6.36,148,Wind,527,0.17
41,Node_17,184,6.36,148,Hydro,483,0.17
41,Node_18,108,9.84,131,Solar,371,0.11
41,Node_18,108,9.84,131,Wind,482,0.17
41,Node_18,108,9.84,131,Hydro,406,0.17
41,Node_19,55,3.82,490,Solar,428,0.11
41,Node_19,55,3.82,490,Wind,412,0.17
41,Node_19,55,3.82,490,Hydro,383,0.17
41,Node_2,173,5.96,197,Solar,560,0.11
41,Node_2,173,5.96,197,Wind,482,0.17
41,Node_2,173,5.96,197,Hydro,549,0.17
41,Node_20,64,5.23,376,Solar,302,0.11
41,Node_20,64,5.23,376,Wind,445,0.17
41,Node_20,64,5.23,376,Hydro,320,0.17
41,Node_21,185,6.34,119,Solar,403,0.11
41,Node_21,185,6.34,119,Wind,415,0.17
41,Node_21,185,6.34,119,Hydro,495,0.17
41,Node_22,93,8.33,253,Solar,523,0.11
41,Node_22,93,8.33,253,Wind,412,0.17
41,Node_22,93,8.33,253,Hydro,477,0.17
41,Node_23,59,6.39,482,Solar,309,0.11
41,Node_23,59,6.39,482,Wind,550,0.17
41,Node_23,59,6.39,482,Hydro,306,0.17
41,Node_24,162,6.9,167,Solar,530,0.11
41,Node_24,162,6.9,167,Wind,550,0.17
41,Node_24,162,6.9,167,Hydro,369,0.17
41,Node_25,70,3.81,465,Solar,518,0.11
